11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Horsemen
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Chariot
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Elephant
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Crusaders
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Knights
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Dragoons
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Cavalry
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Armor
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Catapult
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Cannon
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Artillery
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Howitzer
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Fighter
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Bomber
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Helicopter
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Stlth Ftr.
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Stlth Bmbr.
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Trireme
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Caravel
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Galleon
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Frigate
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Ironclad
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Destroyer
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Cruiser
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;AEGIS Cruiser
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Battleship
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Submarine
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Carrier
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Transport
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Cruise Msl.
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Nuclear Msl.
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Diplomat
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Spy
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Caravan
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Freight
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Explorer
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Extra Land
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Extra Ship
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;Extra Air
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 54
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 55
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 56
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 57
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 58
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 59
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 60
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 61
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 62
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 63
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 64
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 65
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 66
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 67
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 68
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 69
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 70
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 71
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 72
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 73
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 74
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 75
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 76
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 77
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 78
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 79
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 80
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 81
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 82
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 83
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 84
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 85
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 86
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 87
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 88
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 89
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 90
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 91
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 92
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 93
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 94
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 95
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 96
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 97
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 98
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 99
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 100
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 101
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 102
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 103
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 104
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 105
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 106
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 107
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 108
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 109
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 110
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 111
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 112
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 113
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 114
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 115
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 116
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 117
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 118
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 119
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 120
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 121
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 122
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 123
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 124
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 125
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 126
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 127
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 128
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 129
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 130
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 131
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 132
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 133
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 134
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 135
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 136
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 137
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 138
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 139
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 140
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 141
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 142
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 143
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 144
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 145
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 146
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 147
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 148
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 149
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 150
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 151
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 152
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 153
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 154
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 155
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 156
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 157
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 158
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 159
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 160
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 161
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 162
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 163
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 164
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 165
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 166
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 167
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 168
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 169
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 170
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 171
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 172
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 173
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 174
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 175
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 176
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 177
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 178
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 179
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 180
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 181
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 182
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 183
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 184
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 185
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 186
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 187
11111111, 00000000, 0, 0000000000000000,0000000000000000,0000000000000000, 00000000  ;New Unit 188
